"","Social.well.being","Psychological.well.being","CompInt.ICT","SchoolUse.ICT","Teacher.skills","ESCS","ENTUSE","ICTRES","HEDRES","CULTPOSS","STUBEHA","ATTLNACT","JOYREAD","LM_MINS","PROAT5AB","PROAT5AM","PROAT6","TEACHBEHA","STRATIO","CLSIZE","STAFFSHORT","EDUSHORT","RATCMP1","ICTSCH","CREACTIV","SCHSIZE","PV1MATH","PV1READ","CNT","SCHLTYPE"
"510",0.360087232680909,0.541617528387978,0.344290757718301,0.230440542524402,0.735530800689024,1.21596515741736,0.21101806940709,0.350023397348843,1.45903366750612,1.00661082743038,-1.40138169950092,0.913355092607902,1.36770973996922,0.543106590009826,0.149689758849938,-0.319023570865703,0.0671451839950675,-1.05120645617943,0.104125316385172,0.544422092111645,0.634233250684548,-0.44932481939367,-0.795609536969866,0.760696322320077,0.422477373255504,1.0263606194727,1.80467676397749,1.4960254673964,"LTU","0"
"1510",0.0373406255213942,1.03685512617451,-0.184639079754212,0.0274479447402734,1.8970379179968,-2.19330229959564,-2.177438418804,-2.2576111348256,-0.860982752375586,-1.98344612290617,1.62450665061713,-0.310318666749972,0.472526194209983,-0.87500142328971,1.20736892733849,-1.04193773804042,-0.457502316417905,1.33665139551581,-0.862120397615272,-0.781208466691139,1.20692971936497,1.64025294114988,2.18668037834499,1.32511063502472,-0.55031317300966,-1.07198299897182,-1.48387533793123,-2.01951637642518,"HUN","0"
"1652",0.243111688084305,-0.762167801418207,-0.877874798076729,-0.950101630684093,0.179967121314683,0.858943854575783,-1.34437177800034,0.494903578516506,-0.775891517239108,1.01276689287428,0.33341149884234,0.825431275614859,1.16940856761222,-1.0734855431601,-1.16145339850373,1.15167978094239,-0.457502316417905,-0.0412429675229692,0.871172824941437,-0.781208466691139,2.03783493818655,0.32382104640231,-1.32865488932999,0.175791820751875,-0.55031317300966,-0.0777486663499606,1.24988504640279,1.79257219603802,"FIN","0"
"1544",0.927423512761288,0.702782770781917,-0.00548251148953928,-0.357676599560336,-0.42158221770701,1.47030902514784,0.606267680831291,0.223829191508431,0.752795080779925,0.979431108027743,-1.40138169950092,0.158516718321101,0.0530617742312177,1.12579322846419,1.03053474583045,-0.637269928249109,3.40717815636938,-0.960914118332709,-0.898109624981111,0.544422092111645,-1.88746502059198,-1.61391308615746,-1.08390720417942,1.98186424318062,1.39526791952067,-0.0670291587206146,0.34837001525932,0.0981489568594213,"GRC","0"
"566",0.667355225214406,0.0654599931528554,-0.250203673942468,-0.323010626508989,0.583246145362309,1.22804188730722,-0.36710293154245,0.958806843269944,0.614944857435231,1.73557033003247,-0.524812400089566,0.578803430773491,0.25152599305425,-0.628045262690314,-0.946127449084675,0.39876172672991,-0.0782189323613931,0.498950708096868,-0.767160869987334,-0.118393187289747,-0.634151364804772,-1.48992490992796,0.342635935073193,0.497803878527253,1.39526791952067,0.337632254287201,0.743923673490249,0.939045856379361,"LUX","0"
"3711",-0.0494206442954592,-0.525608731774,0.30017145036616,1.94605522712878,0.689446937679373,0.499704984619378,0.905150079015149,1.95913875800986,-0.161718993999997,-0.625272212683554,-0.158405630950899,-0.242349624323281,-1.30278873632841,3.04890748024541,1.13559361086547,-1.25735026036279,-0.457502316417905,0.249918615003494,0.174781275412443,-0.781208466691139,0.78452128239936,1.64025294114988,0.278355518749992,1.91995457238487,-0.55031317300966,-0.361815618527633,-0.0726517284669991,-0.018389620784251,"DNK","0"
"2750",0.325705836197099,-0.180533521143837,0.246102704176077,0.785469801892089,0.0368491709725105,0.730812895937334,0.880645624422364,0.535754221591857,-0.820437327365669,0.744022964182808,0.725983019484479,0.481274543378995,0.0868983596514875,-1.04420125634049,-0.951486225286885,1.08679958076672,0.00699451515791142,0.0025508968013042,0.011615657849004,-0.781208466691139,0.18811176523658,-1.11942645764756,0.79581287015175,0.857805183067623,0.422477373255504,-0.340376603268941,0.2173279220525,0.495658027627194,"FIN","0"
"1674",-0.381215864528503,-2.17049180757254,-0.77403051280469,0.673742463927492,0.562770058499194,-0.355154716845099,1.07833617949545,0.456132195843338,0.793281480016956,0.0849039224542566,-0.986956095227527,0.979086645175121,-0.549798059583985,-1.05928166573968,-1.16145339850373,1.22938215506581,15.6545226723793,-0.0512292168700717,0.581156021042138,-0.118393187289747,0.698521959903366,-0.374450202836156,0.278355518749992,-0.0212342616948976,-1.52310371927482,-0.377894879971652,0.485149244753411,0.605992796976638,"CZE","0"
"2801",0.639881154571554,1.04198468500888,1.50359964059881,-0.221610174105025,0.526157018902662,1.01728233816865,1.56596604633599,0.746510897760047,0.631549217794371,1.46307319167922,-0.0601625027003134,0.767417611030018,-0.230555475988764,-0.0102484925878442,0.733604462170047,-1.07860915553102,1.21334959572533,0.132268114882941,-0.290693852024048,-0.118393187289747,0.295927092336336,1.64025294114988,-0.059920172150846,-0.178759083897933,-0.55031317300966,-0.884391615458257,0.694027017871601,0.818309452810308,"ESP","0"
"1889",0.902569382045698,-0.00990832403333138,-0.108796439481743,-1.45587505345214,1.11727464087343,0.0106223517144171,-0.483723939946335,0.531516107667627,-0.165999298464849,-1.00813593675961,-1.40138169950092,0.717570792897465,1.16764652237937,0.445125328607344,0.744854435925506,-0.262913521980354,0.0836229003253385,0.757761003675946,0.426293942081783,0.544422092111645,0.0804018294634111,0.712750173527636,-0.435799906600756,-0.689537170943818,0.422477373255504,-0.431492418118383,-0.31925434321422,-0.140257427480533,"ESP","0"
"2673",-0.00811679038086304,1.54526414050265,0.221923748458242,-0.583486428526296,-0.409023452723322,-1.24619551276341,-0.189219930531136,-1.07482980167622,-0.916268913010845,-1.21101287257377,1.73718550383515,0.669120731051234,-1.38619016722068,-1.28833063992537,-1.16145339850373,1.11013593735164,0.319443822728695,-0.81913018228999,-0.470444866536201,-0.781208466691139,0.203182724938696,-0.846526806250523,-0.0390290368458061,-0.875078816988949,1.39526791952067,-0.391294264508335,-1.2293776269379,-0.944855192069157,"HRV","0"
"1885",-1.36817199424851,-1.13576156564908,-0.431631345833299,0.741666638644181,-0.846473678939969,1.23079623241681,0.70716150608696,1.11676475670671,1.45927067560155,3.16763583453946,-0.9171834245516,-0.62431341123394,1.96677530202774,-0.574009611949484,-1.16145339850373,1.22938215506581,0.695385502960921,0.370793841475716,-0.596840767465625,0.544422092111645,-0.750397998031586,-0.63237493092169,0.278355518749992,0.224270291827781,1.39526791952067,-0.763797154628113,1.23778272068081,1.28516014145969,"CZE","0"
"2440",0.0427375597080356,-0.117392178757931,-0.0957797672060063,-0.403725490357641,-0.689216815808858,-0.254782976595073,0.620462907815173,0.471524008037705,-0.41049899427733,-0.150801606577413,0.415815428864772,0.0187301710391921,-1.22925554976382,0.197203866450355,-0.992319484438599,0.647511901316456,-0.317150755797874,0.760777683166216,-0.705068612652536,-0.781208466691139,0.819300420173474,-0.867156595707629,0.0180198326410335,0.247926589688437,0.422477373255504,1.03976000400938,-0.712854537718757,-0.729985917904045,"LUX","0"
