"","Approach.to.ICT","Use.of.ICT","Teachers..degree","Teacher.skill","ESCS","RATCMP1","ICTSCH","ICTRES","ENTUSE","LM_MINS","HEDRES","STUBEHA","ATTLNACT","JOYREAD","PROAT6","TEACHBEHA","STRATIO","CLSIZE","EDUSHORT","STAFFSHORT","PV1MATH","PV1READ","CREACTIV","CNT","Social.well.being","Psychological.well.being","IM_PUBLIC","NEW_VAR"
"1",0.343797026968213,-0.22123849422931,1.05078042014141,0.715414448271553,-1.16520900451865,-0.640578183820836,0.0409622490761535,-1.06877209125122,-0.284689860329022,-0.953810620492319,-0.509072521874969,1.41111353965279,-0.573085427071249,-0.645214578060034,-0.256867236002117,1.18396498188164,-0.216227841625568,-0.135849035363136,0.693308207487379,1.13279343571813,-1.81387169036482,-1.16767723255451,1.40493590983868,"HRV",-0.210914752219526,0.499002266140836,"1","HRV-1"
"2",0.155217748006914,-0.466857881537752,0.920127030997143,-0.255775591484959,-1.18784027040811,-0.565055396917628,-0.968140302352674,-1.45318707820752,0.0599551771524638,-0.92027253329972,-0.218583598444352,0.225194598700992,-0.0820625241356895,-0.973790083987454,-0.458460655503923,0.361465144870652,-0.865524796772829,-0.800001130655408,1.63193371781412,-0.575127941272471,-1.17722296590519,-0.741305130817378,0.436967341318194,"HRV",-0.465022668434096,-0.138230170331931,"1","HRV-1"
"3",0.179444894209847,0.0420946134702116,1.18018653427095,-0.0287702130626987,-0.460169192384655,-0.644340456339949,-0.357725413308552,-1.04715840613165,0.635334441626921,-1.20879754078193,-0.0865368779057424,0.0625176530040809,-1.0274605824561,-1.90906713182094,-0.458460655503923,-0.0473390256695442,-0.468128989743822,-0.135849035363136,-0.0272390557888517,-1.46165760690243,-0.770376091732707,-0.682657621987826,0.436967341318194,"HRV",0.173850296240417,1.06991303954736,"1","HRV-1"
"4",0.7775394710645,-0.343254426797602,1.28410066367608,-0.762746070654969,1.49457214221238,-0.52737713669666,0.0166731862446524,0.447349848278322,-0.0112901687626176,-0.270259913207417,1.08219092376267,0.225194598700992,0.465204728664433,1.1561551736374,0.147555625292175,-0.734750315490826,0.63211169734737,0.528303059929135,-1.61832121124799,-0.240795269844788,2.61477544323311,2.44642166240433,1.40493590983868,"HRV",0.972855628945982,0.0839178741408445,"1","HRV-1"
"5",0.425666658606598,0.0239416187685017,1.24324787929253,-0.405115727847903,-0.99988347308317,-1.11201516495945,-0.472107129480717,-1.13964086843249,0.186008306732499,-0.50024036000917,-1.14262461412311,1.95243510033389,-1.47020451472681,-1.32659430260944,-0.458460655503923,1.30313014870153,-0.379625147730052,-0.800001130655408,0.0170041569221144,0.271560063008292,-1.57018466491432,-1.62018249487819,-1.49896979572277,"HRV",-0.649976001629778,0.189339212471322,"1","HRV-1"
"6",0.592682488955683,-1.29303731013072,1.31316371833821,-0.573730712534861,-0.983773817095712,-0.992909005872318,-1.19102475825698,-1.79934302214824,-0.744647410699617,-1.74432068423105,-0.541874706803092,1.31735392070433,1.67356932541375,-0.937004047576967,0.827677157816057,0.0785909759479806,-0.937072395774965,-0.135849035363136,0.740375455052236,2.04514640037072,-0.67135049556192,-0.302762220446329,-1.49896979572277,"HRV",0.0190308129588593,0.244045751576487,"1","HRV-1"
"7",-0.928271387322184,-0.879062161459225,1.14413189570426,0.777708578367099,-1.36093138079336,-1.12219365231772,-1.19782813446423,-0.611344504052546,-0.75502387603506,-1.7147487029625,0.0249855241050603,-0.220964955568738,0.465341722009119,-0.994826763693552,-0.458460655503923,-0.402961187262174,-0.464492435087774,-0.800001130655408,1.63193371781412,0.860120478283255,-1.52314037332496,-1.1224912775275,-0.53100122720229,"HRV",-0.452518809913142,0.301869974993339,"1","HRV-1"
"8",0.292409295966293,-0.538150107460302,0.790851273702889,0.508162175366803,0.127561853027396,-1.00915887165482,0.511351751491635,-0.439613869537903,-0.882187400409369,-0.852680176309513,0.0530114924872108,0.684676833868313,0.584072877123593,-0.0779657909545568,-0.458460655503923,4.06786609330446,-0.756557265540704,-0.135849035363136,0.145340851948959,0.363469927284754,0.591638192505441,0.995981296985033,1.40493590983868,"HRV",1.02534969797798,1.336722017716,"1","HRV-1"
"9",0.540560990758908,-1.33290626539907,1.33454973969335,0.411824631726588,-0.520925796126416,-0.396485360668368,0.00865914232763713,-0.872457456879441,-0.896980224923488,-1.4469831448431,-0.829220149239101,0.225194598700992,0.701107415857847,-0.609080868941662,-0.306956585304898,-1.99842145568916,-1.12742128623298,-0.135849035363136,0.317084008618951,-1.46165760690243,-1.75650741739882,-1.17251734403113,0.436967341318194,"HRV",0.165542774935393,1.24872300944394,"1","HRV-1"
"10",-0.569683740822858,0.382083914923004,0.795512329639268,1.26298711739774,-1.07696638879296,-1.19022880465985,-0.910165806611186,-1.44107173557473,0.15397383224647,-1.44146051638183,-0.637978118665348,1.79967503741038,-0.482489580898491,-1.11748969484835,-0.176860698938344,0.751640001121974,-0.435529106288713,-0.800001130655408,-0.593405747052349,-1.46165760690243,-0.862140054076371,-0.317950033021312,-1.49896979572277,"HRV",0.410494121532446,0.668389762795089,"1","HRV-1"
"11",0.858397900750696,-0.649560491619227,1.33454973969335,0.14086920539251,0.225284300922433,-1.08558681181868,-0.657512422618928,-0.676593991379094,0.412773801613684,-0.416999300827107,1.01683594067611,-0.716208071040122,0.842630219351448,0.0204890826365845,-0.458460655503923,-0.281610458430741,0.314289731253671,0.528303059929135,-0.380348006408761,-0.753045201477367,0.921236992982559,1.26030622041122,1.40493590983868,"HRV",1.01994951929528,1.26975059282195,"1","HRV-1"
"12",0.547081590045793,-0.805310744728493,1.33454973969335,0.26851285629395,0.520264731222638,-1.29808505666679,0.889880809408807,-0.0633686108954345,-0.406636512669318,-0.60416838080723,0.729523278856393,2.41271869976573,-0.229094879141506,-0.534897989046669,0.040514706129821,0.361465144870652,0.503261464918862,0.528303059929135,1.63193371781412,-0.115157015008155,0.729481893964813,0.887996013507844,1.40493590983868,"HRV",0.747847821015254,-0.0277814437539487,"1","HRV-1"
"13",-0.196367427983254,-0.93506236301544,0.775360117208457,0.731651349351551,-0.399456059640689,-1.00558747258174,1.31456983496458,-1.1821895740951,-1.23531344554408,-0.924686115063521,-0.339935153011264,2.41271869976573,0.212491050103276,-0.893388701965632,-0.241085250435757,-0.0069581656467346,-0.247116842570608,-0.135849035363136,-0.0272390557888517,0.77569410066233,-0.14040487909404,0.616959548802448,-1.49896979572277,"HRV",1.02742719735035,1.95981925797362,"1","HRV-1"
"14",0.620482143173554,0.779303388689652,1.33454973969335,0.28964128504847,-1.13645623110584,-0.851660172532101,-0.304724204912564,-0.816650497172817,-0.193619552056862,-1.65045218722484,0.108234243965082,1.73446402038532,0.638417121656922,-0.945142682296278,-0.458460655503923,1.39346671184534,-0.323785743396054,-0.800001130655408,1.17328953876545,0.67640615095083,-1.92880209087902,-1.26676470370842,-0.53100122720229,"HRV",0.0435002650323916,0.880197732878101,"1","HRV-1"
"15",1.46881753800659,-0.395466045286303,1.11377419848334,-0.0130087936762761,1.01927760801483,-0.710411339191884,-1.74935881875766,-0.0606792293638591,0.205045484649301,-0.817603716239597,0.552038918438084,0.509278230472198,-0.35812586938338,0.463563848774485,-0.458460655503923,1.73701624518373,-0.246600408773299,-0.135849035363136,-1.12442889346742,-1.46165760690243,0.338405002914168,0.967935609524918,-0.53100122720229,"HRV",0.229994570195061,-0.178390144203434,"1","HRV-1"
"16",0.256429268022931,-0.904246395760388,1.33454973969335,0.491827196450092,0.575941200888774,-1.23290702358313,-1.14618884127739,-0.373391789959894,-0.868091577647002,-0.395845951454979,0.502523501969495,0.84705326796603,0.120651753416718,-0.473486775712798,0.22001409364823,1.09924843533894,0.555636459195914,0.528303059929135,1.17328953876545,0.0778326197283162,0.82312564295216,1.26952231612984,0.436967341318194,"HRV",0.928859120420634,0.625869432753152,"1","HRV-1"
"17",0.942979647814209,0.762882275043118,-0.00714892058114547,-0.614356824471448,0.101054496187519,0.338865708478299,0.368230169187681,-0.116400862885731,-0.316654416153808,-0.928037820439061,-0.213960263994697,1.08435726079607,-0.206203902204605,-0.631771509248095,-0.107695797325746,1.09664657580139,-0.775191918393591,-0.135849035363136,0.317084008618951,1.50106530014698,-0.763811784853095,-0.0538709266430757,0.436967341318194,"HRV",0.45301063406762,-0.00994274135772516,"1","HRV-1"
"18",0.998705596765909,0.490219520669155,1.23982063228049,-0.841141027294513,-0.315714630791407,-1.07165835543368,-0.870173014626086,-1.21132038419343,0.971198463936411,-1.01944550070484,-0.859509968254925,1.58470907345375,-0.4994059499902,-1.10585761150666,-0.283901618100699,1.58184134236412,-0.461587494977913,-0.135849035363136,0.345324357157865,0.855061219699229,-0.410917454982249,-0.130310361729663,-0.53100122720229,"HRV",-0.344397432259183,1.37017932399219,"1","HRV-1"
"19",0.641945735439606,0.556141060708544,1.04158866510394,0.0588228384425704,-0.758891153711847,-0.979159119440969,0.479747619756392,-0.890011697315417,-0.0818007869241136,-1.36512505636593,-0.139080677031067,1.44537186196089,0.238389281760581,-0.871425218286608,-0.458460655503923,0.751640001121974,0.0573639170926177,-0.800001130655408,0.900299502889275,-0.546564210516827,-1.10812538548272,-0.577833721064989,-0.53100122720229,"HRV",0.593886481462726,1.42256269492828,"1","HRV-1"
"20",0.313277203775312,-1.16638899368067,1.15167183913075,0.257758873019626,-0.663164203720955,-0.655768933373797,-0.136307975188761,-1.42745691875184,-1.18634864326231,-1.23182215231395,-0.2752384831966,1.79967503741038,-0.362264980889097,-1.44286458577599,-0.458460655503923,0.870492944797357,-0.605973777475456,-0.135849035363136,-0.425218782420592,-0.115157015008155,-1.52290118372062,-0.733543622159494,1.40493590983868,"HRV",0.990697982986906,1.29378520009053,"1","HRV-1"
"21",0.200164459558214,-0.247966110823815,1.33454973969335,-0.303248290059221,0.330318977704518,-0.803981994906515,0.807336343279688,-0.705406580226213,-0.585742953938344,-0.207259922765317,0.535002683791787,0.15788000048158,0.186296839557605,-0.0393842439827823,0.704168404936417,1.09924843533894,0.152000410449428,0.528303059929135,1.17328953876545,0.35672424917272,0.24734786324996,0.751805868740986,0.436967341318194,"HRV",0.862176225855715,0.463092193797803,"1","HRV-1"
"22",0.971769706875926,-0.660801838190649,1.33454973969335,-1.26961145638268,0.164349073896626,-1.24040696163659,-1.53060576223776,-1.48545273093876,0.922878277423885,-0.706450503478604,-0.223499947948245,1.27107513442848,-1.06401717809419,0.0670081425618655,-0.458460655503923,0.401950079274964,-0.0534541685798637,-0.135849035363136,-0.0272390557888517,-1.46165760690243,0.345296086554119,0.930095142132159,-0.53100122720229,"HRV",0.330773067293803,0.691371119785525,"1","HRV-1"
"23",0.1658012026811,-0.575905195977023,1.11377419848334,-0.271551833853764,0.189057705637683,-1.05772989904867,-1.61088870188188,-0.736698834802587,-0.365196491376284,-0.0111399448499194,-0.475454147631956,-0.0977551998992795,-0.626151200904875,1.03645795666314,-0.458460655503923,1.09924843533894,0.292427367167605,-0.135849035363136,1.63193371781412,-0.261348507842391,0.595288434891988,0.97764477083808,1.40493590983868,"HRV",0.0122914636157615,0.186198090110816,"1","HRV-1"
"24",0.268169389181506,-0.245472586515326,1.26052120423323,0.860900066137804,-0.329236786653638,-0.590055190429171,0.111618992896684,-1.05203191341357,-0.691233085380714,-1.43495858639785,-0.573616276396289,0.726447946156251,-0.118731907153017,-0.986634453774315,-0.458460655503923,-0.679174595768712,-0.428471177725495,-0.135849035363136,-1.12442889346742,-0.133813031036749,-1.21037548603933,-1.17813910484759,-1.49896979572277,"HRV",-0.236895569375548,1.44023118565165,"1","HRV-1"
"25",0.718338038135475,-0.718291791445317,1.09080393219687,1.0169814804679,-0.538357931047402,-1.19380020373293,-0.245554912170194,-0.753253463025669,-0.439652627613818,0.101508936286639,-0.13234835856414,1.58470907345375,-0.505089969147341,-1.30203097180784,0.639943853439005,2.4189115927854,0.806257477414825,-0.135849035363136,2.96362304224915,2.04514640037072,-1.56026794488149,-0.876821624979291,-1.49896979572277,"HRV",0.103694989649647,0.816510855727417,"1","HRV-1"
