"","X","Approach.to.ICT","Use.of.ICT","Teachers..degree","Teacher.skill","ESCS","RATCMP1","ICTSCH","ICTRES","ENTUSE","LM_MINS","HEDRES","STUBEHA","ATTLNACT","JOYREAD","PROAT6","TEACHBEHA","STRATIO","CLSIZE","EDUSHORT","STAFFSHORT","PV1MATH","PV1READ","CREACTIV","CNT","Social.well.being","Psychological.well.being","IM_PUBLIC","NEW_VAR"
"1",1,0.301281442142772,-0.197175017889639,1.06194885791718,0.855735771536053,-1.42200830910404,-0.633911550943209,0.0232063750985361,-1.29026133677943,-0.397615692079833,-1.05772526020968,-0.669513801875815,1.5845422349414,-0.706781494373411,-0.724449230065608,-0.324469197947161,1.26333161216822,-0.321095769054869,-0.191220865434812,0.737128588013378,1.16419500451036,-2.22987584409923,-1.50239540461092,1.42799038286389,"HRV",-0.340815747516437,0.538829287554551,1,"HRV-1"
"2",2,0.0789890328343188,-0.47942543947671,0.929898646462821,-0.269639787927823,-1.44791610489226,-0.544239071688125,-1.09834771071938,-1.73078355962738,0.0486479097811098,-1.02041221525995,-0.328128323203725,0.207214763648154,-0.146981067334154,-1.09246276114042,-0.68992031127135,0.351920421567221,-1.23001234851734,-1.11337724954845,1.73136689798847,-0.616717089109146,-1.48862586655396,-1.00629813342655,0.446205463980039,"HRV",-0.630047695085204,-0.209117013220064,1,"HRV-1"
"3",3,0.10754737036632,0.105430902109207,1.19273845967351,-0.00659517844304216,-0.614893604846947,-0.638378710038576,-0.419909912814546,-1.26549302925793,0.793677708779058,-1.3414128290242,-0.172945700865563,0.0182815924867185,-1.22480092788616,-2.13999857162306,-0.68992031127135,-0.101075043026063,-0.673718907197241,-0.191220865434812,-0.0261105157773944,-1.54113399971354,-1.01493413552806,-0.938059923249183,0.446205463980039,"HRV",0.0971333962185777,1.20893108495424,1,"HRV-1"
"4",4,0.812565892102344,-0.337388088140858,1.29776354054526,-0.857096581420739,1.62285304012202,-0.49950154085041,-0.00378939220062086,0.44714596931503,-0.0436041212251428,-0.297235906124958,1.20055486259137,0.207214763648154,0.476941849480004,1.29313403811617,0.408673705620826,-0.862794758820015,0.866450030865256,0.730935518678829,-1.71146299754038,-0.268096183100687,2.92639709294574,2.70272165692918,1.42799038286389,"HRV",1.00658112983865,0.0516274162497129,1,"HRV-1"
"5",5,0.397787260631065,0.0845706171627609,1.256473996878,-0.44268907038545,-1.23274712822574,-1.19367536057874,-0.54703800394276,-1.37147375646577,0.21186779550267,-0.553102339406965,-1.41407053650634,2.21323364932342,-1.7295599541402,-1.48761311145852,-0.68992031127135,1.39537840620063,-0.549827044291156,-1.11337724954845,0.0207540713765462,0.266155463843549,-1.94615109102355,-2.02889942520874,-1.51736437378767,"HRV",-0.840566177021639,0.175364840012132,1,"HRV-1"
"6",6,0.594661230695236,-1.42881911145953,1.32713730986558,-0.638073263960636,-1.21430513388127,-1.05225387684056,-1.34606978002822,-2.12746264616394,-0.993191692916766,-1.93721303099707,-0.708063256605206,1.47564971757249,1.85456194262699,-1.05126139673725,1.64160666479601,0.038467857217795,-1.33016806068917,-0.191220865434812,0.786984531794165,2.11553881359271,-0.899638654491314,-0.49603974586802,-1.51736437378767,"HRV",-0.0790859885931237,0.239576187724403,1,"HRV-1"
"7",7,-1.19820012431198,-0.953104789721684,1.15629835905442,0.927919678534488,-1.64606715673892,-1.2057608546913,-1.35363130523871,-0.76606996978771,-1.00662765830602,-1.90431250628946,-0.0418834622662565,-0.310955399130807,0.477098031467438,-1.11602441634925,-0.68992031127135,-0.49513958032628,-0.668628286037229,-1.11337724954845,1.73136689798847,0.87986893772477,-1.89137743210536,-1.44982013316742,-0.535579454903814,"HRV",-0.615815492460371,0.307446891606326,1,"HRV-1"
"8",10,-0.775506218981361,0.496125320500692,0.803951682726123,1.49024073311855,-1.32099002408161,-1.28654284165418,-1.03391270113584,-1.71689992384767,0.170387958530911,-1.60026372940027,-0.821004944271494,2.03581795596062,-0.603495897973952,-1.25341024582199,-0.17943233059591,0.784272762901291,-0.628084048869325,-1.11337724954845,-0.625822123967182,-1.54113399971354,-1.12177489780939,-0.513711240656284,-1.51736437378767,"HRV",0.366487281327537,0.73764646048645,1,"HRV-1"
"9",11,0.907879731707869,-0.689375839913941,1.34875197030885,0.189976087360939,0.16979909478658,-1.16229548112859,-0.753104338585354,-0.84084293695105,0.505495080151715,-0.460491888337223,1.12374903495044,-0.886131260105029,0.907233287209172,0.021157032126395,-0.68992031127135,-0.360670967364017,0.421547814691446,0.730935518678829,-0.400140885119483,-0.80223792433685,0.95461062736259,1.32263925546567,1.42799038286389,"HRV",1.06018456662736,1.44348875994473,1,"HRV-1"
"10",12,0.540908062578654,-0.868354279214334,1.34875197030885,0.337884363975095,0.50748646884104,-1.4146066740048,0.966726018884618,-0.13811433145018,-0.555518306044465,-0.668728221387184,0.786096330587329,2.74780749260346,-0.314608228162629,-0.600891640633166,0.214628566767588,0.351920421567221,0.686079382899869,0.730935518678829,1.73136689798847,-0.137088579077332,0.731350205437237,0.889444689202224,1.42799038286389,"HRV",0.750471648971359,-0.0794787340914408,1,"HRV-1"
"11",14,0.627430748895063,0.952585069716009,1.34875197030885,0.362367128786164,-1.38909274063506,-0.884541142752256,-0.361002399652837,-1.00134137054511,-0.2796933099991,-1.83277894601059,0.0559512632118062,1.96008181407263,0.67441608334158,-1.06037688966704,-0.68992031127135,1.49548025530118,-0.471660405769081,-1.11337724954845,1.24554842359123,0.688303288553035,-2.36368928552681,-1.61768677533554,-0.535579454903814,"HRV",-0.0512342499121761,0.986254313179993,1,"HRV-1"
"12",15,1.62742671800561,-0.39738641112207,1.12561610608306,0.0116685139691937,1.07874588361586,-0.716828408663952,-1.96662300915165,-0.135032421611659,0.236518083951625,-0.906187269636202,0.577514940899036,0.537149784223172,-0.461712575041086,0.517412858489096,-0.68992031127135,1.87616712613174,-0.363612724698299,-0.191220865434812,-1.18830796080065,-1.54113399971354,0.27601946248191,0.982456908533828,-0.535579454903814,"HRV",0.161038204626924,-0.256254450326468,1,"HRV-1"
"13",16,0.198294572435774,-0.982044934987677,1.34875197030885,0.596651948280771,0.571223716830835,-1.33721710644193,-1.29623747526529,-0.493386900444444,-1.1530333635621,-0.436957574307126,0.519323929850676,0.929442058334232,0.0841273768185715,-0.532109406233811,0.540027338075325,1.16945729745872,0.759396376411517,0.730935518678829,1.24554842359123,0.064148772404852,0.840379602917051,1.33336247098178,0.446205463980039,"HRV",0.956503210045445,0.687738574851156,1,"HRV-1"
"14",17,1.00758252218319,0.933714954044549,-0.00729086147450013,-0.685149151869186,0.0275834349289485,0.52903761599202,0.386944106648711,-0.19888689839501,-0.439004994878138,-1.02905154243487,-0.32269493446891,1.20504715838438,-0.288510914599427,-0.709392626232648,-0.0540493177984331,1.16657417968508,-1.1035601140219,-0.191220865434812,0.338613410725614,1.54820554851841,-1.00729131439268,-0.206446943772667,0.446205463980039,"HRV",0.414880632890802,-0.0585407047253779,1,"HRV-1"
"15",18,1.07327083916958,0.620387988219574,1.25301010898645,-0.947937472055791,-0.4495250699751,-1.14575743655351,-0.989463225519462,-1.45361524596826,1.22857121377952,-1.13074782770362,-1.08135138233909,1.78615626549729,-0.622781741027051,-1.24038199512433,-0.373477469449147,1.70421798211225,-0.664561813512959,-0.191220865434812,0.368526976994086,0.874593463737252,-0.596416519481807,-0.295386616426743,-0.535579454903814,"HRV",-0.4927490524276,1.5613661523544,1,"HRV-1"
"16",19,0.652731480043866,0.696140894664298,1.05265883333929,0.0949040908118239,-0.956864204694255,-1.03592785847798,0.510888746515334,-1.08540999443902,-0.134904790052795,-1.515336153344,-0.234695697401777,1.6243298855185,0.218356387830897,-0.977811318762701,-0.68992031127135,0.784272762901291,0.0618909114338095,-1.11337724954845,0.956383949662665,-0.586932642221286,-1.40817556803171,-0.816094037135038,-0.535579454903814,"HRV",0.575229024686203,1.62285070064673,1,"HRV-1"
"17",20,0.265305458638188,-1.28328279568642,1.16391891241583,0.325423085081789,-0.847278011685557,-0.651948387638641,-0.173818341603111,-1.70129795833126,-1.56512850196028,-1.36702902949832,-0.394709708551722,2.03581795596062,-0.466431451440966,-1.61783900077555,-0.68992031127135,0.915973582800866,-0.866680558978516,-0.191220865434812,-0.447670218190501,-0.137088579077332,-1.89109894369875,-0.99726737543426,1.42799038286389,"HRV",1.02688974078374,1.4716991813988,1,"HRV-1"
"18",21,0.131971061699118,-0.227888721455487,1.34875197030885,-0.324649222261256,0.2900405770812,-0.827930144014485,0.87498303090219,-0.873860863191214,-0.787434268570124,-0.227144804575286,0.557493788110107,0.129035520408939,0.158967362967893,-0.0459027271949703,1.41770842765766,1.16945729745872,0.194367549668909,0.730935518678829,1.24554842359123,0.354959275966763,0.170001653699336,0.730983197688652,0.446205463980039,"HRV",0.880603081659644,0.496680137209678,1,"HRV-1"
"19",22,1.04151950416877,-0.702293691569543,1.34875197030885,-1.44443159690257,0.10004173230387,-1.34612220736697,-1.7234927306902,-1.76775854121004,1.1660038237679,-0.782522947331848,-0.333906066151322,1.42190148784553,-1.26647800186166,0.0732596484095606,-0.68992031127135,0.396781734124958,-0.0932374848624074,-0.191220865434812,-0.0261105157773944,-1.54113399971354,0.284042749731424,0.938428341614451,-0.535579454903814,"HRV",0.275746795461651,0.764620638139617,1,"HRV-1"
"20",23,0.0914645373080337,-0.604735785743356,1.12561610608306,-0.287920656609798,0.128327652697384,-1.12921939197843,-1.81272217407218,-0.909720374426855,-0.501859697469789,-0.00895008436146317,-0.630005153327054,-0.167859462844745,-0.767280185321704,1.15906988943841,-0.68992031127135,1.16945729745872,0.390943843693979,-0.191220865434812,1.73136689798847,-0.289527796174978,0.575108788934154,0.993753821285212,1.42799038286389,"HRV",-0.0867568835612463,0.171677973626571,1,"HRV-1"
"21",24,0.212133525645731,-0.225023319440519,1.2739319918514,1.02431859456544,-0.465004948759007,-0.573922741438267,0.101736906619142,-1.27107784861655,-0.92402815764008,-1.59302995949685,-0.745366265619817,0.789370914197305,-0.188786726804706,-1.10684880573115,-0.68992031127135,-0.801211363175205,-0.618204026736284,-0.191220865434812,-1.18830796080065,-0.156541889406303,-1.52722533885458,-1.51456812012145,-1.51736437378767,"HRV",-0.370387759508063,1.64358894546988,1,"HRV-1"
"22",26,1.26264737063907,0.277373929397752,1.23236533715282,0.295830848778823,-0.481420414990203,-0.95217750454008,-0.448633348599074,-0.362617708690622,0.304525083996404,-0.870899023813863,0.125020919823824,1.60234197335747,1.2410364382429,-1.15883214181169,-0.188388260081444,0.351920421567221,-0.577177837269207,-0.191220865434812,1.31058273247862,0.722483963763827,-0.133030355366289,-0.302822568873042,0.446205463980039,"HRV",0.528115695025516,1.43518476308649,1,"HRV-1"
"23",27,0.947991100520126,0.401394660877649,1.06194885791718,0.0149888763668122,0.544988003400333,-0.853797341939609,-0.183274763973403,0.251055479883681,0.629737458405517,-0.442995171421318,0.461995230067386,0.433957836673793,0.467920654582497,-0.0260051598490638,-0.324469197947161,0.564348539128532,-0.321095769054869,-1.11337724954845,1.19790829953404,-1.54113399971354,-0.30243722745884,0.227951240118837,-0.535579454903814,"HRV",0.491909183115143,0.919666468748633,1,"HRV-1"
"24",28,-0.426925269597037,-1.90000979651183,1.19481679240844,-0.428669074572035,0.203100442889822,-0.421475894650037,-1.63275511480507,-1.15952511971385,-1.14176700625683,-1.14373658068788,-0.424159024758775,-0.130282237299706,1.10180133499267,-0.916289590291496,-0.027181529341831,1.16945729745872,-0.241919769157189,-0.191220865434812,1.18117886062093,0.798428808042466,0.140019423676756,0.35098931447819,-1.51736437378767,"HRV",0.5164362953145,1.01188300072953,1,"HRV-1"
"25",30,0.310512455200762,-1.45032658654836,1.34875197030885,-0.445511320928369,-0.66189612377382,-0.633911550943209,-0.392674364374977,-0.643473456256534,0.487171583691785,-1.61247510858743,-0.242548729651394,2.02360244920449,-0.00486934999535031,-1.10826663589367,-0.68992031127135,1.97027209026314,-0.196977717259334,-0.191220865434812,0.724498415588911,-0.586932642221286,-0.805568907954854,-0.222701527084962,0.446205463980039,"HRV",0.801555347292448,0.756324401834958,1,"HRV-1"
