"","X","Approach.to.ICT","Use.of.ICT","Teachers..degree","Teacher.skill","ESCS","RATCMP1","ICTSCH","ICTRES","ENTUSE","LM_MINS","HEDRES","STUBEHA","ATTLNACT","JOYREAD","PROAT6","TEACHBEHA","STRATIO","CLSIZE","EDUSHORT","STAFFSHORT","PV1MATH","PV1READ","CREACTIV","CNT","Social.well.being","Psychological.well.being","IM_PUBLIC","NEW_VAR"
"26",31,-0.723314558862499,-0.7072888789871,1.34875197030885,0.0716476391079008,-0.203763622396168,-0.910196314464879,-0.912112896097353,-0.260920241275176,-1.09081224937315,-1.12003924713568,-0.587212471527234,0.740857901651543,-1.11356417678218,-0.468848848550739,-0.68992031127135,0.504956312991684,-0.326231299493716,-0.191220865434812,1.73136689798847,0.0725016062184216,-1.22572209688906,-1.01037804213674,1.42799038286389,"HRV",-0.643467572640395,1.10153754222223,1,"HRV-1"
"27",33,0.544827640575659,-0.00335349148736762,1.34875197030885,-1.33477922831355,0.331831065961527,-0.944756587102545,0.044533592507435,-0.579147415328262,0.0681278920046375,-0.317852886355626,0.0817819995514782,-0.867517154571883,0.0507986458160244,-0.276700180386995,2.96409891882654,-0.360670967364017,-0.00148581590740212,0.730935518678829,0.564405440559493,-1.54113399971354,0.419157579380645,0.9079666729143,1.42799038286389,"HRV",0.0313319872820289,1.20568061044442,0,"HRV-0"
"28",34,0.366194214864073,-0.0810854555061123,1.34875197030885,0.247081206787993,-0.766867984629603,-1.1018680105658,-1.00333181655297,-0.982578664410073,0.721677834262666,-1.34940241797326,-0.164242313375466,1.20504715838438,-0.107487581838687,-0.983258485409377,-0.086887725912058,0.027166035545152,-0.984307041995356,-1.11337724954845,2.22117384788816,-0.586932642221286,-1.79097751546808,-1.3581915248486,-1.51736437378767,"HRV",0.200384976000432,1.69912302151511,1,"HRV-1"
"29",35,0.39034142784997,-0.0503722949048156,1.00527284698291,1.34054795444056,-1.48083897622406,-0.266060680886791,0.037443733747175,-1.61587237598984,0.318622785413053,-0.401019042354147,-0.691666612571122,0.189764039710829,0.0305922681356322,-1.06794348039171,-0.68992031127135,0.351920421567221,-1.00912758540275,-1.11337724954845,-0.400140885119483,-0.289527796174978,-1.5224791301193,-0.915707662289587,-1.51736437378767,"HRV",-1.58133501975577,0.947915550611676,1,"HRV-1"
"30",37,1.68097338550441,1.21641794337928,0.984073853086637,-0.114281390729764,0.171922053333668,-1.15127011807853,0.245009436151071,-0.254670707102321,3.53069522920365,-0.713306865033137,0.508744729923869,0.735040993672434,-0.421595996665824,-1.96566042482852,-0.68992031127135,0.351920421567221,-0.31836945261346,-0.191220865434812,0.750091133396382,1.44060786031467,-0.589314663020367,-0.671414231985699,1.42799038286389,"HRV",0.242751912114687,1.29830551782169,1,"HRV-1"
"31",38,0.738081842352801,2.07267377686415,1.04337561378995,0.54189857213496,-1.54796252323776,-0.584736078275819,0.204992546940123,-1.18820369086951,2.94802688908396,-1.19049453030319,0.289090536680051,0.782274286462793,1.1771913045605,-2.04180077814256,-0.68992031127135,-0.0563290551792722,-0.825895345661025,-1.11337724954845,0.549005493480538,0.266155463843549,-1.47387386559558,-1.22918776686054,-0.535579454903814,"HRV",0.464442024014868,1.79719000358944,1,"HRV-1"
"32",41,1.43635934786106,-0.755936080146454,1.08050849198734,1.16940591857988,-1.19693317123737,-0.838531454639536,-0.75224770427255,-1.03480364732055,0.280437386704775,-1.1594512782136,0.906189115194095,2.19473588194985,1.37918426731954,-0.62244735304797,-0.68992031127135,1.97027209026314,-0.302374660684666,-0.191220865434812,0.156694611418828,-0.586932642221286,-0.557005142937174,0.0560736357014044,-1.51736437378767,"HRV",0.956846692621952,0.812091778747086,1,"HRV-1"
"33",42,0.614552511241268,-0.600437746063638,1.29222131991878,0.544411410162233,-1.765079534817,-0.27623793908684,-0.274284447317888,-1.15642699369663,0.226494678056453,-0.951382423224224,-0.202937758029999,1.02146554256372,0.454312604673265,-0.741968232734977,-0.68992031127135,0.784272762901291,-0.302706002890347,-1.11337724954845,0.70134309947739,-0.137088579077332,-0.848104021343971,-0.48519580366813,1.42799038286389,"HRV",0.387236887618922,1.306180266083,1,"HRV-1"
"34",44,0.47242308959297,0.707988261345519,1.34875197030885,-1.02007228778685,-0.870639014781335,-0.946664823015054,-0.248907645340333,-1.2383901746908,0.224612834136483,-1.26826567839822,-1.10601063881625,1.02146554256372,-0.597444792627007,-1.25527804822071,-0.68992031127135,0.400587449586154,-0.268698243779973,-1.11337724954845,-0.022675995205829,0.634229680180979,-2.18234251286201,-1.84317743789965,-1.51736437378767,"HRV",0.0587280630093114,1.19781407371268,1,"HRV-1"
"35",45,1.40079333451234,0.149887998220155,1.29554665229466,0.00846592014991086,-1.69823544903746,0.409030779716445,0.715819690671344,-1.42564180692327,2.00888267315551,-0.396699486874116,-0.200872076596518,1.35174957761749,-0.175408635079481,-2.02172153094519,0.459423972705518,0.0874808593695633,0.3746779535969,-1.11337724954845,0.0207540713765462,-1.54113399971354,-1.21427369037442,-0.798231379361492,1.42799038286389,"HRV",0.0394279115864267,1.58947978940385,1,"HRV-1"
"36",46,0.855228874565541,-0.146824809139647,1.27310065875743,-0.360167766820575,-1.00966475602012,-1.29226754939171,0.144119849352863,-1.70069188109975,-0.890032285148263,-1.31182706998798,-0.581456029147466,1.1984158832882,-0.267467361040251,-1.05317748595144,-0.146593922482285,-0.851146963014536,-0.390993639695049,-0.191220865434812,1.73136689798847,-0.289527796174978,-1.6652328691597,-0.710318224231999,-0.535579454903814,"HRV",0.143593918313271,0.585259423514059,1,"HRV-1"
"37",48,-0.158547985729005,0.282235104095834,1.06540594078019,0.938045468907138,-1.38359917428571,0.358356514928702,0.494446019937418,-0.95308574219812,0.716782551077235,-1.05076231942194,0.53439600821797,1.76451736781501,-1.32369061450702,-2.12148964289429,-0.68992031127135,0.784272762901291,-1.54795025587784,-1.11337724954845,1.24554842359123,-0.156541889406303,-1.53806171760637,-1.50475194680814,-1.51736437378767,"HRV",-0.281825489441877,1.4560086880955,1,"HRV-1"
"38",49,0.776357883241296,0.0291589674428398,-0.0846048392138592,-1.01917005277488,-0.618814701820092,-0.6016981752759,-0.0754574152843397,-1.25624441632749,0.81024402420042,-0.659195484180484,0.111421581556225,0.502131998188941,0.664907090334444,-2.24203965992591,-0.68992031127135,-0.801211363175205,-0.516602457666937,-0.191220865434812,2.22117384788816,1.32355828121662,-1.53771627617063,-1.4593038006071,0.446205463980039,"HRV",-0.281829980540094,2.08787620482935,1,"HRV-1"
"39",50,1.1703425423948,-0.712502889053562,1.34875197030885,0.775233149665507,0.101602281177961,-1.21530203425384,-0.636261654638027,-0.342976015684801,0.360994838384016,-0.631031233838609,1.39633302740414,0.189764039710829,0.386234634788364,-0.524016144246567,-0.68992031127135,0.351920421567221,-0.144023208387732,-0.191220865434812,1.50092164673505,0.957022744792216,0.412110532372136,0.910218752580994,1.42799038286389,"HRV",0.887216756747676,0.786307569099004,1,"HRV-1"
"40",51,1.11953373598813,-0.141347952657638,1.17777446398202,0.671549603247069,-0.880212557794428,-0.890901929127287,0.529956517885899,-0.854339144234148,-0.63083617937049,-1.15495561191044,0.269919260559913,0.537149784223172,0.703261407077011,-1.94769907290745,-0.322727202364454,1.16945729745872,-0.197278937446317,-0.191220865434812,0.518537972281168,1.14188414577148,-0.541492684714752,-0.15155827077064,0.446205463980039,"HRV",-0.0366233904310783,1.5561355014838,1,"HRV-1"
"41",52,1.62442550969281,2.03239032286168,1.2506546652202,-0.0266639892304997,-0.579482267168855,0.550452263454622,0.601973737532496,-1.3857102526066,3.26199948537722,-0.829084771863779,-0.86299221460859,1.8369960412347,-0.118448345310217,-2.13590303637004,0.366879368021667,1.05678505486512,-0.884633282122699,-0.191220865434812,1.73136689798847,-0.289527796174978,-0.320978422638097,-0.136369580855115,-0.535579454903814,"HRV",-0.352968607293296,1.30013455920705,1,"HRV-1"
"42",53,1.88079009014118,-1.15219905038574,1.34875197030885,-0.017591155864584,0.209035240633858,-1.03635191090298,-0.193744743993483,-0.695459770926386,0.492565244909602,-1.35507825693175,0.537339540952623,0.189764039710829,0.669223223583556,-1.01612916638587,-0.68992031127135,1.16945729745872,-0.949275134249239,-0.191220865434812,0.998152151452347,0.798428808042466,-0.0151065628380661,0.358074679721571,1.42799038286389,"HRV",0.75739603463386,0.936200680802066,1,"HRV-1"
"43",54,0.358016214427657,-0.424582926122858,1.32104086717646,-0.165054033652979,0.134435767921572,-0.633911550943209,0.71634094088771,-0.467858622920059,-0.230427680627963,-0.702488214020621,0.34906251686838,-0.20787978974101,0.0905419345280019,1.38271130992457,-0.68992031127135,0.79419068804259,-0.321095769054869,0.730935518678829,0.786984531794165,-0.268096183100687,1.21235861019664,1.39434755578322,0.446205463980039,"HRV",0.920342435090464,0.287672750306573,1,"HRV-1"
"44",55,-0.784016327362664,1.15374797503444,1.34875197030885,-0.370798146681099,-0.786560875695541,-1.13452004729095,-0.302007415151093,-1.78905942020549,2.58892894807102,-0.678862716219051,-0.2672048119615,2.25802384076255,-0.448077861233003,-1.60943058218905,-0.68992031127135,-0.509670493905393,-0.523590766004941,-0.191220865434812,0.786984531794165,-0.289527796174978,-1.18200005487598,-1.27937396006393,-1.51736437378767,"HRV",-0.689970299895967,1.39318826622874,1,"HRV-1"
"45",56,0.164167196362812,-1.03775380460901,0.0342757932240801,0.857970245799614,0.0947195026747869,-0.707711281526408,-0.332845907117383,-0.969777527429429,-0.870433152440324,-0.854784762355584,0.930775659377895,-0.130282237299706,-0.29056295824438,0.0489915786457761,-0.68992031127135,-0.801211363175205,0.610262261836261,-0.191220865434812,1.73136689798847,-0.416029266167328,0.294898689913921,0.80667955731321,0.446205463980039,"HRV",0.500600847002428,-0.263843174263003,1,"HRV-1"
"46",57,0.28878091731785,0.509597070703197,1.34875197030885,-1.7906272164804,-0.473108911869506,-0.14054116308619,0.906457850361311,-0.739517296671238,0.363019153387498,-0.617551179000117,-0.292852826902815,0.740857901651543,0.142919095441759,-1.7434738258939,-0.68992031127135,0.453290842488173,0.0340882881752837,-0.191220865434812,0.156694611418828,0.888771300078706,-0.655171270164813,-0.26778582145421,-1.51736437378767,"HRV",0.589057501655578,0.252691499250272,1,"HRV-1"
"47",58,0.76536980364028,-0.463671662233826,-0.0440080731249126,0.197768616802261,-1.46686741128286,1.09260328881972,0.482642113667388,-1.37524927931571,-0.883870556083952,-1.49332099252437,0.59492021964411,1.26205285657964,1.41931109317393,-0.731481755156068,0.554953887217882,0.653725190111169,-0.352768797966913,-0.191220865434812,-0.642329980907932,0.064148772404852,-1.27234139672802,-0.33630319337177,0.446205463980039,"HRV",0.714325627098708,0.781048096542914,1,"HRV-1"
"48",59,1.45463940574423,0.505146424974665,0.0244383516120828,0.925176899460617,-1.54851645707206,-0.0875346099609356,0.176728979772882,-0.883649577465277,1.31355420948978,-1.09859167775516,1.0179213727939,1.78615626549729,-0.278334577299568,-1.53858938404484,-0.68992031127135,1.70421798211225,-0.596757149423098,-0.191220865434812,1.18117886062093,0.251208287545582,-0.782749804084282,-0.622681586778423,-0.535579454903814,"HRV",0.724262309797633,2.32609047662593,1,"HRV-1"
"49",60,-1.71238718829608,0.162620579781435,0.670107054596695,0.657600299424354,-1.15285179205596,-0.827930144014485,-0.162315769068288,-1.08863938561747,-0.589869050341311,-0.558643564816975,-0.24724389239532,1.217960694098,-0.416926264717857,-1.8977907680644,-0.68992031127135,-0.0563290551792722,-0.677695013665416,-2.03553363366209,1.24554842359123,-1.54113399971354,-1.62804100447373,-1.73231890777111,-1.51736437378767,"HRV",-0.726332058878163,1.47277377890466,1,"HRV-1"
"50",62,1.3078093795755,0.388122377645091,1.06194885791718,0.889790409842891,-0.793463682732306,-0.669334537063724,1.15004514062437,-0.3191466873804,0.806069096350853,-0.9881799578345,0.598816051109528,1.70343983403437,1.10992639576806,-0.960527587458399,-0.324469197947161,1.49548025530118,-0.321095769054869,-1.11337724954845,-0.0261105157773944,0.530698503175945,-0.544767246171951,-0.0763192688746898,1.42799038286389,"HRV",0.103032292422141,-0.125472511216259,1,"HRV-1"
"51",64,-0.0253302467980741,1.21951403299074,1.14244280748823,0.00243266369693296,-0.21836655809217,-0.689052974826319,0.433353362192,-0.329927761359535,0.0128377533105545,-0.50837320843236,-0.14205835362063,0.929442058334232,-0.62165848075294,-1.32680176385108,-0.68992031127135,-0.0563290551792722,-0.167849725178083,-0.191220865434812,0.0207540713765462,-0.289527796174978,-1.7949502288623,-2.01049393633075,-0.535579454903814,"HRV",-0.881074943492715,0.526148979188468,1,"HRV-1"
"52",67,-0.23145892961951,-0.451427772418195,1.34875197030885,0.570240696296999,-0.878130184069024,-1.06455139716562,-0.263443009595766,-1.70163629945426,-0.094672340416704,-1.27445564998516,-0.4774520864094,0.196162638487848,-0.923835423969961,-1.47325508089629,-0.227197287852091,-0.0563290551792722,-0.336864372094213,-0.191220865434812,1.00236220892717,0.620381560963745,-1.85984229302872,-1.60244163228807,-1.51736437378767,"HRV",-0.00117500690752066,1.6096296761267,1,"HRV-1"
"53",68,-0.515048129900403,-1.17240641052369,1.27878143489957,0.216244585743751,1.4020279016959,-0.93330717162749,-0.230282837532945,-0.418720692577165,-1.04420102402276,-0.615297241987375,0.568772408736913,-1.68677047434949,0.154264222365139,1.65963132654149,-0.68992031127135,0.396781734124958,0.439621025910423,-0.191220865434812,0.70134309947739,-0.586932642221286,2.10493518019432,2.17039795161416,0.446205463980039,"HRV",1.83012622660066,0.557327614701347,1,"HRV-1"
"54",69,-0.26358891027777,-0.899770106299886,0.900247766111167,0.638738082046101,-0.579249313670716,-0.948785085140064,-1.46445844153242,-1.1809995197403,-0.00407834558185259,-1.23086315327597,0.388450879259802,-1.39150422532995,-0.25445789250652,-0.511766313263943,-0.343624371164034,-0.498829971076531,-0.570038918837711,-0.191220865434812,0.998152151452347,0.544656528101252,-0.180288142356892,0.458530488539378,0.446205463980039,"HRV",1.52607435035719,0.259481754949858,1,"HRV-1"
"55",70,-0.980944509276011,-0.339178511388601,1.06194885791718,-0.00166464919656344,0.463281871269179,-0.633911550943209,-1.32358354383566,-1.22109694717559,-1.04862117994748,-0.594856856816799,-0.277791932641773,0.685713614009597,-0.439732028002811,-0.246060411356858,-0.324469197947161,0.351920421567221,-0.321095769054869,-0.191220865434812,1.18117886062093,1.45687390510951,0.486736008939533,0.868029793491667,1.42799038286389,"HRV",0.35493762908332,1.42182519394689,1,"HRV-1"
"56",71,-1.18770341648794,-2.35949550758412,1.29637798538864,-0.908445085245699,-0.357008590969042,-1.1440612268535,-1.82071631467561,-1.54541257787744,-0.94671104109456,-1.30679965471571,-1.36733964865799,0.981794230146205,0.123924166354306,-0.953768573037965,-0.125696753682705,-0.801211363175205,-0.519132707237594,-0.191220865434812,1.56152431617525,-0.137088579077332,-0.341705047480729,0.0745939304812991,-0.535579454903814,"HRV",-0.0514691386975867,-0.342006480896385,1,"HRV-1"
"57",74,1.10722889171226,-0.120593840529268,-0.0210078575250316,-0.343792585375002,-0.674662541142598,-0.597245624813379,-0.365609109901309,-0.937048044158208,1.73340743068991,-0.763291387079821,-0.723807528630802,2.00080016992639,-0.204891112220699,-2.26172259821536,-0.68992031127135,0.79419068804259,-0.42524237495501,-0.191220865434812,0.549005493480538,0.87986893772477,-0.541114560809,-0.424746309109289,-1.51736437378767,"HRV",-0.0322246316809127,0.363857095687208,1,"HRV-1"
