"","CNT","col1_tec","col2_tec","col3_tec","col4_tec","col5_tec","col1_psi","col2_psi","col3_psi","col4_psi","col5_psi","col6_psi","col7_psi","col1_clt","col2_clt","col3_clt","col1_fam","col1_tch","col2_tch","col3_tch","col4_tch","col1_sch","col2_sch","col3_sch","col4_sch"
"1","HRV","-0.960485963875481","-0.862371549828076","-0.447223878626376","0.319414715454633","0.373485975738256","-0.0500211850965327","-0.161674527122301","-0.138743550344904","-0.179455546954023","-0.0255787232431697","-0.0367031093048238","-0.117410064954006","-1.4051360964291","-0.111601035926623","-1.28332088810958","-2.80453089652546","0.400893820240554","0.503781708693412","-0.543595829446466","1.81938545792154","-0.181244286801918","-0.0486754144242489","1.3011994308125","3"
"2","HRV","-0.930350935415362","-2.38806581994638","-0.254400010506984","0.208418613896876","0.404831069523174","-0.0969546737115487","0.129885309855693","-0.25229188914854","-0.056817654838629","0.0641994773514645","-0.313741146224746","0.0502802575221777","-1.39649974471796","-0.523310352876332","-1.22013285381117","-2.95277314683561","-0.181319859474316","0.308692040623028","-0.475792219156753","0.41391939250821","-0.750016446378785","0.0202442623146845","0.75684378833935","2"
"3","HRV","-0.0277361520671259","-1.22532321788606","-0.240696994804361","0.511464436838565","-0.349225668355301","-0.0854912470366093","-0.363223858779448","-0.0341579304771377","-0.0764956656932107","0.0500722287693261","0.358541844857318","-0.154213470474886","-1.33448962845096","-1.29228650524382","-1.60852156852607","-1.12837606698213","-0.0639618353100204","0.372756844977845","-0.604891406369306","0.0277513878933287","-0.671268335522066","-0.239162233095128","-1.04542692862003","1.5495867768595"
"4","HRV","-0.00207156371042226","0.220287870481677","0.0498378021767866","1.01596396887305","0.558059912528488","0.411763312690117","-0.149198481327921","0.421149947260969","0.74050064057149","-0.230860626028644","0.173388321117388","0.243120186053501","2.18795639906521","0.119724072320252","-0.312570465507068","3.53240418572012","-0.293886600556803","0.758703722179786","-0.660295079433249","-0.302282673482433","1.71236296276194","0.0910779911811414","-1.30779209986922","3"
"5","HRV","-0.686584996865934","-1.68052249699663","-0.397394239420387","0.674568780459992","0.034119175561018","-0.318800535773034","-0.37459389593451","-0.564439453334137","-0.243237066864753","0.0426523540431489","-0.189606690130537","0.13278023121425","-1.89455314546348","-0.221610903666377","-0.653581801304912","-2.41504492413396","-0.266138598665826","0.439725362195513","-0.637350338492326","2.2934886762798","-1.03330301639055","0.311480678698444","0.212738515776582","0"
"6","HRV","-1.43421425004951","-2.11823102986549","0.231407695561931","0.41459821078929","1.68254128358417","0.417657059148295","0.411622401583323","-0.263880075521459","0.177210062695818","-0.0381556764647317","-0.0838189358159834","0.0472806948602906","-1.36687331700282","-0.309297519657089","-2.3297755726107","-2.48801118268122","-0.290879457002059","0.522523948188334","-0.674565195062631","1.02856763289147","-0.741534850631652","-0.54155175208467","1.98032400289268","0"
"7","HRV","-1.22997458276831","-1.03677077473315","0.761103253331492","-1.44711051419948","0.398388336308118","0.0605018492807098","0.177931355826523","-0.0399083684008149","-0.534298784701317","-0.0189692927897875","0.0385434064039192","-0.142855237586432","-1.0884439248731","-0.695181036353156","-2.33205286856097","-3.4388495270403","0.291915305220254","0.322873579041783","-0.58507439674044","-0.412100484362607","-1.00986893906547","0.258997843235055","1.77276917452868","1"
"8","HRV","-0.137985635252693","-0.222633172189162","-0.657208776772273","0.10120977704323","0.739069727123833","0.279607807072863","0.0889222689078003","0.0133804983542961","0.561512098612881","0.500454994271935","0.493715133269564","0.0710361851811187","0.261023279340556","-0.0994571522773886","-1.14970909919393","0.206956999091866","0.546597999187269","0.573731660677034","-0.404492781957617","3.17180294086176","-0.625062367775496","-0.41960328953403","0.368662632676736","3"
"9","HRV","-0.396485848808869","-0.90780912813904","-0.472598645229443","0.197794392893242","2.07613154691398","0.351037195479888","0.0245198746212445","-0.12144144532445","-0.0716199533621265","-0.0525296042242856","0.42177253506535","-0.232662985587798","-1.0243347049886","0.0835680633961733","-1.98460917289767","-1.51155814250517","0.257931358633953","0.475319529622039","-0.684406335666948","-1.12789033371773","-1.03983465273524","-0.681027934499852","-0.801634626711467","2"
"10","HRV","-0.95261527158463","-1.8798218785697","0.0140007875896555","-0.66562864881717","-0.530594413924126","-0.138380017472301","-0.0482874184102986","0.0599260113070922","-0.0317314163839705","0.126583543898844","0.246864881623236","-0.122529215256805","-1.62935144609159","-0.373953403136138","-1.94378237846314","-2.67793527340618","0.778661556425888","0.585244359317346","-0.413995729175774","1.82135729530974","-0.637560185170908","0.30049789784159","-1.44629197425521","0"
"11","HRV","-1.3077850342271","-1.25267009013232","0.0194367637125487","1.22817212555425","0.339763246002128","0.490320032431705","-0.0426353047421692","0.128044027221868","0.776439934286299","0.0479983321795185","0.461553391309751","-0.226311272102962","0.782946259184776","-0.6128660713671","-0.52340314299765","0.318632738289658","0.368576588158919","0.844309088156905","-0.684345227174785","-0.695335447813473","0.789609565749759","-0.168144396098691","-0.793856150379696","3"
"12","HRV","0.0974839365348588","-0.0688836749254278","-1.04365258452616","0.536745729262079","0.952317352230535","0.0718747288934434","-0.154532559119211","-0.00625839050337212","0.347668370758988","0.146650243930769","0.159291599876464","0.125842570031388","0.458505617072801","-0.839475179233275","-0.807028849189003","0.959580558631208","0.28718567932572","0.868007448163496","-0.684546486665278","2.01518862835823","0.440596450385227","-0.0696935869217051","1.08242933473945","3"
"13","HRV","-0.377988582310336","-0.856551702500419","-1.86193277562266","-0.753635358763959","1.42703637638429","0.281407841846188","-0.0214236355977949","-0.0450511201580519","0.358627221540004","-0.0200434688139507","0.688131495348978","-0.0539823687114774","-0.930838076121387","-0.415307791118179","-1.30086160242147","-1.10966895976528","0.662883782132153","0.454856087385125","-0.397202248540223","1.77448272181623","0.202551327618275","-0.0445012849055055","0.53825877106719","0"
"14","HRV","-0.789048645170117","-1.27732498292916","-0.372190695517514","0.765522387245815","0.158943773927255","0.391969832852155","-0.076724492890724","-0.0489977774310376","-0.0544180603005292","0.124126324340267","0.145840752602149","-0.213754835673516","-1.22358054748558","-0.700698807734478","-2.25199750690339","-2.93215314168752","0.111934678536138","0.455335581633829","-0.684345227174785","2.19295423125562","-0.874161304099319","0.356839622117192","1.3179934412478","1"
"15","HRV","-0.296878589534368","-1.10637565509452","1.24816956935472","1.98498297140469","0.633623135253408","0.126274601881269","-0.294243816186553","-0.149080781416556","0.528722324691345","0.165541979653055","0.02360948405753","0.0921630955548404","1.22940005619773","-0.0366872154104498","-1.13219758833125","2.33073244701722","0.24068467058506","0.490254804748241","-0.578027136756212","1.5205721983956","-0.433330661490553","-0.0836141969539291","-1.82227420900302","1"
"16","HRV","-0.728115403074721","-0.997081399296993","0.690515996696325","-0.0412887850029685","0.976753362494122","0.163334664135893","-0.0436144881495606","0.0785271309904605","0.16933850240203","0.469372782185983","0.280573516958487","0.108619391948223","0.294420092251385","-0.654283612877133","-0.512985745835344","1.28514446486715","0.289775291591164","0.704960427894923","-0.684618886944036","1.35114416876115","0.846737800294645","-0.0112160423034831","0.894299509532359","2"
